Variation #,Input,Weight,Bias,Stride,Padding,Dilation,Transposed,Output Padding,Groups
97,"Tensor<[1, 304, 14, 14]> input = ?","Tensor<[116, 304, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
98,"Tensor<[1, 740, 14, 14]> input = ?","Tensor<[334, 740, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
99,"Tensor<[1, 654, 14, 14]> input = ?","Tensor<[640, 654, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
100,"Tensor<[1, 640, 7, 7]> input = ?","Tensor<[160, 640, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
101,"Tensor<[1, 800, 7, 7]> input = ?","Tensor<[272, 800, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
102,"Tensor<[1, 272, 7, 7]> input = ?","Tensor<[160, 272, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
103,"Tensor<[1, 1072, 7, 7]> input = ?","Tensor<[462, 1072, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
104,"Tensor<[1, 782, 7, 7]> input = ?","Tensor<[1024, 782, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
105,"Tensor<[1, 256, 512]> input = ?","Tensor<[1024, 256, 1]> weight = ?",Optional[Tensor]<[1024]> bias = ?,List[int] stride = [1],List[int] padding = [0],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
106,"Tensor<[1, 1024, 512]> input = ?","Tensor<[256, 1024, 1]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [0],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
107,"Tensor<[1, 1, 28, 28]> input = ?","Tensor<[32, 1, 3, 3]> weight = ?",Optional[Tensor]<[32]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
108,"Tensor<[1, 32, 26, 26]> input = ?","Tensor<[64, 32, 3, 3]> weight = ?",Optional[Tensor]<[64]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
109,"Tensor<[1, 3, 320, 320]> input = ?","Tensor<[16, 3, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
110,"Tensor<[1, 16, 160, 160]> input = ?","Tensor<[16, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 16
111,"Tensor<[1, 16, 160, 160]> input = ?","Tensor<[16, 16, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
112,"Tensor<[1, 16, 160, 160]> input = ?","Tensor<[64, 16, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
113,"Tensor<[1, 64, 160, 160]> input = ?","Tensor<[64, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 64
114,"Tensor<[1, 64, 80, 80]> input = ?","Tensor<[24, 64, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
115,"Tensor<[1, 24, 80, 80]> input = ?","Tensor<[72, 24, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
116,"Tensor<[1, 72, 80, 80]> input = ?","Tensor<[72, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 72
117,"Tensor<[1, 72, 80, 80]> input = ?","Tensor<[24, 72, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
118,"Tensor<[1, 72, 80, 80]> input = ?","Tensor<[72, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 72
119,"Tensor<[1, 72, 1, 1]> input = ?","Tensor<[24, 72, 1, 1]> weight = ?",Optional[Tensor]<[24]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
120,"Tensor<[1, 24, 1, 1]> input = ?","Tensor<[72, 24, 1, 1]> weight = ?",Optional[Tensor]<[72]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
121,"Tensor<[1, 72, 40, 40]> input = ?","Tensor<[40, 72, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
122,"Tensor<[1, 40, 40, 40]> input = ?","Tensor<[120, 40, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
123,"Tensor<[1, 120, 40, 40]> input = ?","Tensor<[120, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 120
124,"Tensor<[1, 120, 1, 1]> input = ?","Tensor<[32, 120, 1, 1]> weight = ?",Optional[Tensor]<[32]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
125,"Tensor<[1, 32, 1, 1]> input = ?","Tensor<[120, 32, 1, 1]> weight = ?",Optional[Tensor]<[120]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
126,"Tensor<[1, 120, 40, 40]> input = ?","Tensor<[40, 120, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
127,"Tensor<[1, 40, 40, 40]> input = ?","Tensor<[240, 40, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
128,"Tensor<[1, 240, 40, 40]> input = ?","Tensor<[240, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 240
129,"Tensor<[1, 240, 20, 20]> input = ?","Tensor<[80, 240, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
130,"Tensor<[1, 80, 20, 20]> input = ?","Tensor<[200, 80, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
131,"Tensor<[1, 200, 20, 20]> input = ?","Tensor<[200, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 200
132,"Tensor<[1, 200, 20, 20]> input = ?","Tensor<[80, 200, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
133,"Tensor<[1, 80, 20, 20]> input = ?","Tensor<[184, 80, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
134,"Tensor<[1, 184, 20, 20]> input = ?","Tensor<[184, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 184
135,"Tensor<[1, 184, 20, 20]> input = ?","Tensor<[80, 184, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
136,"Tensor<[1, 80, 20, 20]> input = ?","Tensor<[480, 80, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
137,"Tensor<[1, 480, 20, 20]> input = ?","Tensor<[480, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 480
138,"Tensor<[1, 480, 1, 1]> input = ?","Tensor<[120, 480, 1, 1]> weight = ?",Optional[Tensor]<[120]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
139,"Tensor<[1, 120, 1, 1]> input = ?","Tensor<[480, 120, 1, 1]> weight = ?",Optional[Tensor]<[480]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
140,"Tensor<[1, 480, 20, 20]> input = ?","Tensor<[112, 480, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
141,"Tensor<[1, 112, 20, 20]> input = ?","Tensor<[672, 112, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
142,"Tensor<[1, 672, 20, 20]> input = ?","Tensor<[672, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 672
143,"Tensor<[1, 672, 1, 1]> input = ?","Tensor<[168, 672, 1, 1]> weight = ?",Optional[Tensor]<[168]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
144,"Tensor<[1, 168, 1, 1]> input = ?","Tensor<[672, 168, 1, 1]> weight = ?",Optional[Tensor]<[672]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
145,"Tensor<[1, 672, 20, 20]> input = ?","Tensor<[112, 672, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
146,"Tensor<[1, 672, 20, 20]> input = ?","Tensor<[672, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 672
147,"Tensor<[1, 672, 10, 10]> input = ?","Tensor<[80, 672, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
148,"Tensor<[1, 80, 10, 10]> input = ?","Tensor<[480, 80, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
149,"Tensor<[1, 480, 10, 10]> input = ?","Tensor<[480, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 480
150,"Tensor<[1, 480, 10, 10]> input = ?","Tensor<[80, 480, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
151,"Tensor<[1, 480, 10, 10]> input = ?","Tensor<[256, 480, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
152,"Tensor<[1, 256, 10, 10]> input = ?","Tensor<[256, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 256
153,"Tensor<[1, 256, 5, 5]> input = ?","Tensor<[512, 256, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
154,"Tensor<[1, 512, 5, 5]> input = ?","Tensor<[128, 512, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
155,"Tensor<[1, 128, 5, 5]> input = ?","Tensor<[128, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 128
156,"Tensor<[1, 128, 3, 3]> input = ?","Tensor<[256, 128, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
157,"Tensor<[1, 256, 3, 3]> input = ?","Tensor<[128, 256, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
158,"Tensor<[1, 128, 3, 3]> input = ?","Tensor<[128, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 128
159,"Tensor<[1, 128, 2, 2]> input = ?","Tensor<[256, 128, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
160,"Tensor<[1, 256, 2, 2]> input = ?","Tensor<[64, 256, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
161,"Tensor<[1, 64, 2, 2]> input = ?","Tensor<[64, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 64
162,"Tensor<[1, 64, 1, 1]> input = ?","Tensor<[128, 64, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
163,"Tensor<[1, 672, 20, 20]> input = ?","Tensor<[24, 672, 1, 1]> weight = ?",Optional[Tensor]<[24]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
164,"Tensor<[1, 480, 10, 10]> input = ?","Tensor<[480, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 480
165,"Tensor<[1, 480, 10, 10]> input = ?","Tensor<[24, 480, 1, 1]> weight = ?",Optional[Tensor]<[24]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
166,"Tensor<[1, 512, 5, 5]> input = ?","Tensor<[512, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 512
167,"Tensor<[1, 512, 5, 5]> input = ?","Tensor<[24, 512, 1, 1]> weight = ?",Optional[Tensor]<[24]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
168,"Tensor<[1, 256, 3, 3]> input = ?","Tensor<[256, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 256
